onet_code,Title,Job Family,pc1,pc2,xi,chi,xi_unw,chi_unw,x_w,y_w,x_unw,y_unw,shift_xy,shift_chi,chi_wm,r,rt,rle_mean,sector,zone,sector_zone,n_core,n_supp,tightness,z,n_tasks,z_p,z_subset,z_units,tight_med,tight_std
25-4011.00,Archivists,Educational Instruction and Library,-0.12971216,-0.051302567,6.002427901426266,0.30407591874445267,3.5186787272511406,0.3029975147636985,-0.2817610129549059,-0.11433676547335175,-0.2817093718551008,-0.11156757486824859,0.0027696720763622402,0.001078403980754039,0.3523563506568288,0.30407591874445256,1274.18,7.903199999999998,34,Z1,34-Z1,13,0,0.21268041132264998,0.2807560159088908,13,0.8,all,chi,0.2105000814935533,0.10612632040866572
25-4012.00,Curators,Educational Instruction and Library,-0.20540094,-0.05134706,6.130578877076228,0.470746997833894,3.3868292849442296,0.461606415375289,-0.4552455162195465,-0.11980924810557264,-0.44779510590381183,-0.11207152111137708,0.010741556354155964,0.009140582458604829,0.5558692759571975,0.47074699783389384,1065.11,8.744674467446744,35,Z2,35-Z2,12,3,0.3144647405194256,0.4857661329499187,15,0.8,all,chi,0.27281524553061237,0.1495700572255364
25-4013.00,Museum Technicians and Conservators,Educational Instruction and Library,0.0090372935,-0.022265851,4.250540191964127,0.05438821403673715,5.095284713166676,0.05232735710469397,0.02919294787739868,-0.04588953715536272,0.019549923165608978,-0.048538158244632146,0.010000155962119272,0.0020608569320431716,0.3572205176587754,0.05438821403673714,945.03,6.266726672667267,24,Z1,24-Z1,12,12,0.352226441435976,0.5306302240252758,24,0.8,all,chi,0.3678030395732693,0.1830868069481286
25-4022.00,Librarians and Media Collections Specialists,Educational Instruction and Library,-0.13149849,-0.095079534,5.773365533839623,0.35673284417480006,3.7677133902512656,0.3535410818089662,-0.29146187182433325,-0.2056898135195276,-0.2864767675488553,-0.20717711790015142,0.005202243646544368,0.003191762365833739,0.4523423252797015,0.35673284417479995,2271.68,7.157984201579842,33,Z2,33-Z2,27,1,0.29168038022122206,0.4174600584415194,28,0.8,all,chi,0.30427998239573817,0.14576896606246995
25-4031.00,Library Technicians,Educational Instruction and Library,-0.05944899,-0.15922292,5.148353777363282,0.37155010757310797,4.354918427728129,0.3700920231318296,-0.12083100395278487,-0.3513535981334902,-0.1294973480633982,-0.3466966143912539,0.009838344262070505,0.0014580844412783178,0.4440566484762716,0.3715501075731079,1351.25,4.4704529547045295,29,Z2,29-Z2,17,14,0.26762150254762,0.3911871647961758,31,0.8,all,chi,0.27864377914347516,0.12488790016951853
25-9021.00,Farm and Home Management Educators,Educational Instruction and Library,-0.19794212,0.00933434,0.15690300764515966,0.4314832514373666,3.0945131840599163,0.4317586095525095,-0.43089620531263273,0.02250014484697979,-0.431280206531048,0.020319458094470264,0.0022142383901276193,-0.00027535811514300956,0.5194566633205724,0.4314832514373665,1133.21,7.33366673334667,0,Z2,00-Z2,12,3,0.30834702781457923,0.40302066530993264,15,0.8,all,chi,0.32877128713081905,0.1077605786198296
25-9031.00,Instructional Coordinators,Educational Instruction and Library,-0.25400552,-0.087229565,6.046210359013083,0.5965518287057607,3.472594207069153,0.5856839996315748,-0.562061356159424,-0.19990276697538778,-0.553891504061155,-0.19034166426011428,0.012576214392240664,0.010867829074185709,0.6210335675800162,0.5965518287057605,881.58,7.698930106989301,34,Z2,34-Z2,10,3,0.2289294169183419,0.3416985219707214,13,0.8,all,chi,0.22562510738478792,0.10843390661950075
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Educational Instruction and Library,-0.13836777,-0.17595199,5.494192539532984,0.5050854731831447,4.045684845557913,0.48793578253847125,-0.3164422316957987,-0.3936694669643856,-0.30173912118212864,-0.38345121023367107,0.017905145332892107,0.01714969064467331,0.5484998211334686,0.5050854731831446,1667.14,4.185481451854814,31,Z2,31-Z2,19,9,0.2720804274620408,0.39110597442192363,28,0.8,all,chi,0.2518551340761712,0.14623841793359713
25-9043.00,"Teaching Assistants, Special Education",Educational Instruction and Library,-0.14337994,-0.17102289,5.510259141029118,0.4972396316621155,4.014688284041684,0.48625655125519696,-0.31771292177500116,-0.382499347231689,-0.3123991106204525,-0.3726288090340685,0.011210000593081668,0.010983080406918422,0.5291246852826852,0.4972396316621154,1735.75,4.5778,31,Z2,31-Z2,20,10,0.24498299399173618,0.33945166481348354,30,0.8,all,chi,0.24719618472223226,0.11176575768744734
25-9044.00,"Teaching Assistants, Postsecondary",Educational Instruction and Library,-0.16226663,-0.16914071,5.5873611385776965,0.5111943076995014,3.9479316092885024,0.5107157659475797,-0.35594801969398254,-0.3669068376308958,-0.353489595537284,-0.3686132111499945,0.002992584154358949,0.00047854175192152404,0.5274334331554025,0.5111943076995012,1093.8899999999999,6.908190819081908,32,Z2,32-Z2,13,7,0.2225844643647526,0.3206339788280231,20,0.8,all,chi,0.2188376598472544,0.14369435611157752
27-1011.00,Art Directors,"Arts, Design, Entertainment, Sports, and Media",-0.105218105,0.011296538,0.24881204711101046,0.227572947134242,3.032825090805233,0.22962912473986935,-0.22521497285270367,0.032675101687989046,-0.22827216309887188,0.024926983029650962,0.008329451059040614,-0.0020561776056274295,0.3014610527082906,0.22757294713424192,1051.8700000000001,5.633663366336634,1,Z1,01-Z1,12,4,0.234674270905103,0.318607259871821,16,0.8,all,chi,0.20551582544466576,0.13162436345379802
27-1012.00,Craft Artists,"Arts, Design, Entertainment, Sports, and Media",0.07668633,-0.011419849,3.408084045366916,0.17146953163887288,6.133925071811652,0.16883510534213556,0.16923111042025699,-0.027615784370196718,0.16695788798166059,-0.025106900178900753,0.0033855634893873976,0.002634426296737269,0.3549489741336773,0.17146953163887282,1229.25,3.000199980002,19,Z1,19-Z1,14,2,0.3348480382308789,0.46791241729574556,16,0.8,all,chi,0.303222728790419,0.1562645376551571
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Arts, Design, Entertainment, Sports, and Media",-0.0829941,-0.00074659334,0.12647234883673994,0.16668515989583552,3.1526324363809426,0.18081857533256604,-0.16664577489540885,0.003623291184677603,-0.18080755664943735,-0.0019961572481557825,0.015235952977677762,-0.014133415436730551,0.24105393238492304,0.1666851598958355,641.2,4.1688,0,Z1,00-Z1,8,20,0.31847453465734044,0.420137672335305,28,0.8,all,chi,0.3044788219008193,0.15071064091506522
27-1014.00,Special Effects Artists and Animators,"Arts, Design, Entertainment, Sports, and Media",-0.0045411177,0.0073378296,1.3237485307255634,0.022098855190388723,2.1651683427729727,0.018406094902436814,-0.0076146108666007555,0.02074553209912959,-0.010307202947496897,0.01524945562820594,0.006120204954766235,0.003692760287951905,0.16786507994821756,0.02209885519038872,505.0,4.9737,7,Z1,07-Z1,6,7,0.18489141796124178,0.27796500352631476,13,0.8,all,chi,0.16169229401446167,0.09983330852244302
27-1021.00,Commercial and Industrial Designers,"Arts, Design, Entertainment, Sports, and Media",-0.016784152,0.18257992,1.5897269026025427,0.40274186749826135,1.6629714661316828,0.3992645503397199,-0.034513964312425205,0.40126026230294437,-0.03675017411366687,0.39756962391585443,0.004315257347995728,0.0034773171585414375,0.47402487824639683,0.40274186749826135,1081.47,5.3921,9,Z2,09-Z2,12,5,0.321717598136025,0.4682169732570019,17,0.8,all,chi,0.28175114549186925,0.15386621968515488
27-1022.00,Fashion Designers,"Arts, Design, Entertainment, Sports, and Media",-0.017362453,0.051113408,1.3290117443664033,0.11536776355893581,1.896768390025213,0.11723158963053201,-0.039181745592845346,0.10851042199202829,-0.03754104982340815,0.11105816127353202,0.0030303230940555274,-0.001863826071596228,0.2599112161809277,0.11536776355893578,1133.5,5.362163783621638,7,Z1,07-Z1,13,7,0.24589470346530953,0.31842520269216695,20,0.8,all,chi,0.24779660448576013,0.1303098822897538
27-1023.00,Floral Designers,"Arts, Design, Entertainment, Sports, and Media",0.040078703,-0.16788201,4.573433793917839,0.3704976939669449,4.9472732980558085,0.37594603233459944,0.08939508028055891,-0.35955119365183075,0.08749410102203867,-0.3656230319803075,0.0063624635817019345,-0.0054483383676546815,0.43432221296400014,0.37049769396694476,1308.0,2.64,26,Z2,26-Z2,14,1,0.2700082368571406,0.35280574791042524,15,0.8,all,chi,0.27032269097418765,0.11674302603383672
27-1024.00,Graphic Designers,"Arts, Design, Entertainment, Sports, and Media",-0.0077853254,0.02164514,1.2055015234821311,0.06013237173380758,1.9098626628866728,0.05001996107435705,-0.0272346332115623,0.05361135032961292,-0.01663697573309379,0.047172105574551614,0.012400573254754159,0.010112410659450524,0.24629938104232396,0.060132371733807574,1645.0,5.45,6,Z1,06-Z1,17,2,0.2504246831855355,0.3490873018533912,19,0.8,all,chi,0.23062143093745627,0.16923314881448476
27-1025.00,Interior Designers,"Arts, Design, Entertainment, Sports, and Media",-0.048348643,0.08018838,1.1251490445740402,0.2113209176933147,2.1134153702134,0.20338418898628183,-0.11052330141886192,0.1801142140371494,-0.10502364995286745,0.17416992071016502,0.008098196676090678,0.007936728707032825,0.3201974953755696,0.21132091769331465,1468.0,6.12,6,Z1,06-Z1,15,1,0.2451168042548758,0.33620047081648685,16,0.8,all,chi,0.23891339350528132,0.13580833456235114
27-1026.00,Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, and Media",0.024970084,-0.0728154,4.4766185407606605,0.17468250078151898,5.046508023850231,0.16706464636726054,0.0583373093034353,-0.16465337659009815,0.05478668862076705,-0.1578259003325783,0.007695540220100798,0.007617854414258385,0.31198878325062335,0.17468250078151892,1331.71,3.6234,25,Z1,25-Z1,16,8,0.28388927957893123,0.3602445588005328,24,0.8,all,chi,0.27779550814605924,0.10947738029986089
27-1027.00,Set and Exhibit Designers,"Arts, Design, Entertainment, Sports, and Media",-0.007759956,0.037071418,1.451260446624122,0.08395504606729043,1.7740353849431962,0.08195023026720638,-0.018671090554746955,0.08185255119822041,-0.016541061947250198,0.08026352540541301,0.002657447052899032,0.00200481580008402,0.24790248936067308,0.0839550460672904,1802.1399999999999,7.142828565713144,8,Z1,08-Z1,19,8,0.253057525769131,0.421495976181837,27,0.8,all,chi,0.2070994020701197,0.13724762998042667
27-2011.00,Actors,"Arts, Design, Entertainment, Sports, and Media",-0.03608683,-0.0847191,5.251372679291593,0.20016535881645178,4.309425830077457,0.1992222651167625,-0.08421566968160618,-0.18158714670977533,-0.0781241886541456,-0.18326516871840395,0.00631837787484686,0.0009430936996892292,0.24597167112707055,0.20016535881645173,1180.9099999999999,3.5197480251974804,30,Z1,30-Z1,13,5,0.17064758421843584,0.21426631359389367,18,0.8,all,chi,0.14789526146046345,0.14486842206479875
27-2012.00,Producers and Directors,"Arts, Design, Entertainment, Sports, and Media",-0.07003621,-0.017508756,6.216342468214614,0.15465290801860154,3.384758928246347,0.15652868436504155,-0.15238212199881787,-0.026404750590516758,-0.1519236848748714,-0.03768849961316551,0.011293057894243659,-0.0018757763464400667,0.24615243714607377,0.1546529080186015,1339.57,4.853614638536146,35,Z1,35-Z1,17,10,0.21155719246090776,0.327544465503229,27,0.8,all,chi,0.1838441328606782,0.12514963443253582
27-2012.03,Media Programming Directors,"Arts, Design, Entertainment, Sports, and Media",-0.09375889,-0.056277305,5.860578625646093,0.23512166924183509,3.682163477790315,0.23781547147004709,-0.2031800950999222,-0.1183217997760913,-0.20390656682868458,-0.1223859079905034,0.004128527189100613,-0.0026938022282120833,0.38971155663699847,0.235121669241835,1560.62,4.4344,33,Z1,33-Z1,19,4,0.2902119310104907,0.38998356768520553,23,0.8,all,chi,0.294049440740225,0.1516974380576091
27-2012.04,Talent Directors,"Arts, Design, Entertainment, Sports, and Media",-0.07449092,-0.07559313,5.579914728276227,0.23204618317984102,3.9366909048763143,0.22992917806635982,-0.1603306446839017,-0.1677483696003534,-0.160999773114332,-0.16415389116132892,0.003656228672419421,0.0021170051134811463,0.2578763892373495,0.23204618317984096,981.39,6.144814481448145,31,Z1,31-Z1,11,4,0.15941443981095854,0.23896384525011002,15,0.8,all,chi,0.14476342310300785,0.08087533148149735
27-2012.05,Media Technical Directors/Managers,"Arts, Design, Entertainment, Sports, and Media",0.02241314,-0.0058365925,3.3614272081559564,0.06120450497417992,6.039017248206752,0.05055051614209848,0.060799524604265104,-0.007029170436813621,0.0490511262516132,-0.012220544001019821,0.012844268112108719,0.01065398883208142,0.3185744888798025,0.0612045049741799,878.51,5.7741999999999996,19,Z1,19-Z1,11,4,0.26585439121144255,0.3755759219708852,15,0.8,all,chi,0.19851918467636567,0.16148566880124096
27-2021.00,Athletes and Sports Competitors,"Arts, Design, Entertainment, Sports, and Media",-0.10426532,-0.040330037,6.045288648793025,0.23520175154169073,3.5105449159939264,0.24292611448187573,-0.22153049650093903,-0.0790196371057639,-0.2265785745437628,-0.08760848506268057,0.009962499744214348,-0.007724362940185081,0.36836266219948016,0.23520175154169065,843.59,3.0109999999999997,34,Z1,34-Z1,9,0,0.24405860594476328,0.3834019165727957,9,0.8,all,chi,0.1991910247512177,0.16818708792497503
27-2022.00,Coaches and Scouts,"Arts, Design, Entertainment, Sports, and Media",-0.14810723,-0.046508122,6.08531512570042,0.3444911353987567,3.445859694719908,0.3379564479241027,-0.3288387915535505,-0.1026605646678655,-0.3224330264309203,-0.10124971190119089,0.006559293585100363,0.006534687474653911,0.40820731612407646,0.3444911353987566,1466.44,5.766876687668766,34,Z2,34-Z2,17,10,0.2534610287996544,0.3793565802104062,27,0.8,all,chi,0.24424961496363898,0.11536247882200272
27-2023.00,"Umpires, Referees, and Other Sports Officials","Arts, Design, Entertainment, Sports, and Media",-0.088974744,-0.01011919,6.2396246382750045,0.19977813961970495,3.252759958487294,0.19467987100727918,-0.19758549158284916,-0.02951742851052795,-0.19347816590590686,-0.02159748812008568,0.008921635500547444,0.005098268612425683,0.3389217562849314,0.19977813961970486,680.95,2.9999000000000002,35,Z1,35-Z1,8,8,0.29008504953181924,0.39937106109115345,16,0.8,all,chi,0.2578287226148638,0.14833003996902608
27-2031.00,Dancers,"Arts, Design, Entertainment, Sports, and Media",-0.057748564,-0.036592834,5.817198620812679,0.14517665862382353,3.703987506918567,0.14743650311804057,-0.1221679335206608,-0.07842995746823782,-0.12472841688109296,-0.07861516694641227,0.0025671730736075453,-0.002259844494217067,0.20864569060141222,0.1451766586238235,858.47,1.9385061493850615,33,Z1,33-Z1,10,4,0.18804304239336297,0.26286585147561,14,0.8,all,chi,0.13133594449752034,0.15267113880083036
27-2032.00,Choreographers,"Arts, Design, Entertainment, Sports, and Media",-0.07825401,-0.03919097,5.94635155660881,0.1829637571988126,3.606368631005063,0.18973219877490163,-0.16541443774202352,-0.07819079379822316,-0.16960578659557132,-0.08504225070667112,0.008031803469984543,-0.006768441576089079,0.26051721723980525,0.18296375719881255,1612.62,3.5238523852385244,34,Z1,34-Z1,17,1,0.1875905061760247,0.263927386680392,18,0.8,all,chi,0.1623379826478556,0.12341852327895637
27-2041.00,Music Directors and Composers,"Arts, Design, Entertainment, Sports, and Media",-0.03766988,-0.010126863,6.149161601575733,0.0768919197283671,3.4035976135233246,0.08481605899692211,-0.07471070258086218,-0.018184560467264584,-0.08192150741628604,-0.021968852642155975,0.00814349885734113,-0.007924139268555022,0.2285410620268192,0.07689191972836709,2441.15,7.064906490649065,35,Z1,35-Z1,27,1,0.22754480357657156,0.3157128841513084,28,0.8,all,chi,0.19969649373033338,0.12309677041033347
27-2042.00,Musicians and Singers,"Arts, Design, Entertainment, Sports, and Media",-0.057960354,-0.058997918,5.588529436945934,0.1761790826377508,3.9360478407423174,0.1787399064557755,-0.12282232441388687,-0.12630813823601927,-0.12523833088798528,-0.12752770144643433,0.0027063668833111503,-0.002560823818024721,0.2210162067154552,0.17617908263775078,1708.02,5.38933893389339,32,Z1,32-Z1,19,8,0.1547007623612984,0.23924461071076225,27,0.8,all,chi,0.13389922014611488,0.08637104994897983
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,"Arts, Design, Entertainment, Sports, and Media",-0.06923437,-0.07694321,5.580341456903983,0.22741834251927875,3.9794377096199174,0.2242978516352507,-0.1572032124952399,-0.1643357918878064,-0.15007005272554244,-0.1666988467960767,0.00751438598952242,0.0031204908840279932,0.293970021534621,0.2274183425192787,1569.37,4.3995999999999995,31,Z1,31-Z1,19,5,0.17525053540606295,0.21745577181780432,24,0.8,all,chi,0.14977413734452488,0.1111394245844898
27-3031.00,Public Relations Specialists,"Arts, Design, Entertainment, Sports, and Media",-0.21643056,-0.020830778,6.272324804194116,0.47470172152691403,3.2370887755065043,0.47371992225173337,-0.47153378633761317,-0.05475045901843982,-0.4715615166813606,-0.04516968810345264,0.009580811045909871,0.000981799275180495,0.5201353293002969,0.47470172152691387,1436.34,6.181800000000001,35,Z2,35-Z2,15,3,0.2279109203589887,0.3473912779748139,18,0.8,all,chi,0.1948704918165063,0.14176999516865682
27-3041.00,Editors,"Arts, Design, Entertainment, Sports, and Media",-0.09176814,-0.03539421,6.065778707448954,0.20426337238654665,3.5105127330015895,0.21318815157191376,-0.19375608572951955,-0.06466919314093907,-0.19884428092661363,-0.07687743435773095,0.01322614395699319,-0.00892477918536716,0.24682138929451777,0.2042633723865466,1110.17,6.391399999999999,34,Z1,34-Z1,13,8,0.1667488266073342,0.23608998397905787,21,0.8,all,chi,0.17695390142480538,0.06871951250743595
